case,elapsed_days,timestamp_utc,price_ETH,price_return
weak_entry_replenished_sellers,0.23958333333333334,2026-09-16T07:32:19+00:00,8.844051219641653e-05,-0.17502567348201314
weak_entry_replenished_sellers,0.25,2026-09-16T07:47:19+00:00,8.774207632818531e-05,-0.18154069296460507
recent_6h_buying_returns,0.010416666666666666,2026-09-16T02:02:19+00:00,0.00010748150582748256,0.0025889796549509736
recent_6h_buying_returns,0.020833333333333332,2026-09-16T02:17:19+00:00,0.00010775673718695555,0.005156341600046854
recent_6h_buying_returns,0.03125,2026-09-16T02:32:19+00:00,0.000108029740665707,0.007702921842818844
recent_6h_buying_returns,0.041666666666666664,2026-09-16T02:47:19+00:00,0.00010830052781567813,0.010228828139935642
recent_6h_buying_returns,0.052083333333333336,2026-09-16T03:02:19+00:00,0.0001085691102664489,0.012734168972280413
recent_6h_buying_returns,0.0625,2026-09-16T03:17:19+00:00,0.00010883549959579702,0.01521905233752463
recent_6h_buying_returns,0.07291666666666667,2026-09-16T03:32:19+00:00,0.00010909970720312434,0.017683584569446742
recent_6h_buying_returns,0.08333333333333333,2026-09-16T03:47:19+00:00,0.00010936174455953833,0.020127872670697045
recent_6h_buying_returns,0.09375,2026-09-16T04:02:19+00:00,0.00010962156378093395,0.02255146997767854
recent_6h_buying_returns,0.10416666666666667,2026-09-16T04:17:19+00:00,0.0001098791643805475,0.024954371949852172
recent_6h_buying_returns,0.11458333333333333,2026-09-16T04:32:19+00:00,0.00011013463080574957,0.027337366313464173
recent_6h_buying_returns,0.125,2026-09-16T04:47:19+00:00,0.00011038797510258029,0.029700565434144677
recent_6h_buying_returns,0.13541666666666666,2026-09-16T05:02:19+00:00,0.00011063920936811178,0.032044082153550146
recent_6h_buying_returns,0.14583333333333334,2026-09-16T05:17:19+00:00,0.00011088834572988519,0.03436802959755281
recent_6h_buying_returns,0.15625,2026-09-16T05:32:19+00:00,0.00011113539615537992,0.03667251939896721
recent_6h_buying_returns,0.16666666666666666,2026-09-16T05:47:19+00:00,0.00011138037260172773,0.038957663094084216
recent_6h_buying_returns,0.17708333333333334,2026-09-16T06:02:19+00:00,0.00011162328707385394,0.04122357266501386
recent_6h_buying_returns,0.1875,2026-09-16T06:17:19+00:00,0.00011188835712653249,0.043696149799154815
recent_6h_buying_returns,0.19791666666666666,2026-09-16T06:32:19+00:00,0.00011216639023440262,0.046289646492225334
recent_6h_buying_returns,0.20833333333333334,2026-09-16T06:47:19+00:00,0.00011244200493187364,0.048860584219492686
recent_6h_buying_returns,0.21875,2026-09-16T07:02:19+00:00,0.00011271512051749325,0.05140821019668862
recent_6h_buying_returns,0.22916666666666666,2026-09-16T07:17:19+00:00,0.00011298565980164045,0.053931804397955974
recent_6h_buying_returns,0.23958333333333334,2026-09-16T07:32:19+00:00,0.00011325354924076155,0.056430680808004174
recent_6h_buying_returns,0.25,2026-09-16T07:47:19+00:00,0.0001135187665412272,0.05890463147154912
seller_exhaustion_rebound,0.010416666666666666,2026-09-16T02:02:19+00:00,0.00010822380094978711,0.009513118868898163
seller_exhaustion_rebound,0.020833333333333332,2026-09-16T02:17:19+00:00,0.00010924587089642117,0.019047001531247387
seller_exhaustion_rebound,0.03125,2026-09-16T02:32:19+00:00,0.00011026981481822392,0.028598364660006537
seller_exhaustion_rebound,0.041666666666666664,2026-09-16T02:47:19+00:00,0.00011129584696303917,0.03816920676203872
seller_exhaustion_rebound,0.052083333333333336,2026-09-16T03:02:19+00:00,0.00011242384179592912,0.048691158235052434
seller_exhaustion_rebound,0.0625,2026-09-16T03:17:19+00:00,0.00011362393639008821,0.059885657282903626
seller_exhaustion_rebound,0.07291666666666667,2026-09-16T03:32:19+00:00,0.00011482671787061815,0.07110521964415262
seller_exhaustion_rebound,0.08333333333333333,2026-09-16T03:47:19+00:00,0.00011603220649748796,0.08235003430407173
seller_exhaustion_rebound,0.09375,2026-09-16T04:02:19+00:00,0.00011724029972039551,0.09361914467201782
seller_exhaustion_rebound,0.10416666666666667,2026-09-16T04:17:19+00:00,0.00011845100645030287,0.10491263386956895
seller_exhaustion_rebound,0.11458333333333333,2026-09-16T04:32:19+00:00,0.00011966438856187579,0.11623107906446672
seller_exhaustion_rebound,0.125,2026-09-16T04:47:19+00:00,0.0001208802994482208,0.12757311270557237
seller_exhaustion_rebound,0.13541666666666666,2026-09-16T05:02:19+00:00,0.00012208544125286787,0.13881469220297915
seller_exhaustion_rebound,0.14583333333333334,2026-09-16T05:17:19+00:00,0.0001232911821665471,0.1500618601977617
seller_exhaustion_rebound,0.15625,2026-09-16T05:32:19+00:00,0.00012449919081974683,0.16133018169829816
seller_exhaustion_rebound,0.16666666666666666,2026-09-16T05:47:19+00:00,0.00012570940698526602,0.17261909490442084
seller_exhaustion_rebound,0.17708333333333334,2026-09-16T06:02:19+00:00,0.00012691848235481766,0.18389736674990842
seller_exhaustion_rebound,0.1875,2026-09-16T06:17:19+00:00,0.00012812877459132365,0.1951869895472529
seller_exhaustion_rebound,0.19791666666666666,2026-09-16T06:32:19+00:00,0.0001293629478950903,0.20669937527179671
seller_exhaustion_rebound,0.20833333333333334,2026-09-16T06:47:19+00:00,0.00013060899784077883,0.21832254647719607
seller_exhaustion_rebound,0.21875,2026-09-16T07:02:19+00:00,0.0001318592981296931,0.2299853649432575
seller_exhaustion_rebound,0.22916666666666666,2026-09-16T07:17:19+00:00,0.00013311300623907593,0.2416799716059963
seller_exhaustion_rebound,0.23958333333333334,2026-09-16T07:32:19+00:00,0.00013436850113994215,0.25339124548451686
seller_exhaustion_rebound,0.25,2026-09-16T07:47:19+00:00,0.0001356257169733866,0.26511857224603697
buyers_plus_executed_buybacks,0.010416666666666666,2026-09-16T02:02:19+00:00,0.00010895370310807778,0.01632165634234206
buyers_plus_executed_buybacks,0.020833333333333332,2026-09-16T02:17:19+00:00,0.00011035569872408695,0.02939949092712646
buyers_plus_executed_buybacks,0.03125,2026-09-16T02:32:19+00:00,0.0001117663863829242,0.042558405008174205
buyers_plus_executed_buybacks,0.041666666666666664,2026-09-16T02:47:19+00:00,0.00011340328716992435,0.05782743829162129
buyers_plus_executed_buybacks,0.052083333333333336,2026-09-16T03:02:19+00:00,0.00011547368265202635,0.07714011611374483
buyers_plus_executed_buybacks,0.0625,2026-09-16T03:17:19+00:00,0.00011711524090968607,0.09245259434821329
buyers_plus_executed_buybacks,0.07291666666666667,2026-09-16T03:32:19+00:00,0.00011875849176947081,0.10778086119882024
buyers_plus_executed_buybacks,0.08333333333333333,2026-09-16T03:47:19+00:00,0.00012040343566834011,0.12312492074152992
buyers_plus_executed_buybacks,0.09375,2026-09-16T04:02:19+00:00,0.00012248890037462942,0.1425781644962374
buyers_plus_executed_buybacks,0.10416666666666667,2026-09-16T04:17:19+00:00,0.00012411631325343203,0.1577586944401974
buyers_plus_executed_buybacks,0.11458333333333333,2026-09-16T04:32:19+00:00,0.00012574456692878317,0.17294706734604404
buyers_plus_executed_buybacks,0.125,2026-09-16T04:47:19+00:00,0.0001273686277371369,0.18809632913028507
buyers_plus_executed_buybacks,0.13541666666666666,2026-09-16T05:02:19+00:00,0.00012949353091249818,0.2079174554724348
buyers_plus_executed_buybacks,0.14583333333333334,2026-09-16T05:17:19+00:00,0.00013116031033650604,0.2234651970970094
buyers_plus_executed_buybacks,0.15625,2026-09-16T05:32:19+00:00,0.0001328318853114974,0.23905767168778502
buyers_plus_executed_buybacks,0.16666666666666666,2026-09-16T05:47:19+00:00,0.00013450315482220043,0.25464729690343524
buyers_plus_executed_buybacks,0.17708333333333334,2026-09-16T06:02:19+00:00,0.00013669361932213995,0.2750799801921282
buyers_plus_executed_buybacks,0.1875,2026-09-16T06:17:19+00:00,0.00013838260490175395,0.2908348611447187
buyers_plus_executed_buybacks,0.19791666666666666,2026-09-16T06:32:19+00:00,0.00014007079213329828,0.3065822950954231
buyers_plus_executed_buybacks,0.20833333333333334,2026-09-16T06:47:19+00:00,0.00014175796317540595,0.322320250016944
buyers_plus_executed_buybacks,0.21875,2026-09-16T07:02:19+00:00,0.00014399484801433794,0.34318594287270066
buyers_plus_executed_buybacks,0.22916666666666666,2026-09-16T07:17:19+00:00,0.00014567893338712467,0.3588951146279249
buyers_plus_executed_buybacks,0.23958333333333334,2026-09-16T07:32:19+00:00,0.0001473613338121272,0.3745885691668085
buyers_plus_executed_buybacks,0.25,2026-09-16T07:47:19+00:00,0.0001490418433776817,0.3902643857424901
dormant_holder_exit_wave,0.010416666666666666,2026-09-16T02:02:19+00:00,0.00010665994267169054,-0.005074572876679118
dormant_holder_exit_wave,0.020833333333333332,2026-09-16T02:17:19+00:00,0.00010578633760705883,-0.013223573057011162
dormant_holder_exit_wave,0.03125,2026-09-16T02:32:19+00:00,0.00010493380172718347,-0.02117603958921066
dormant_holder_exit_wave,0.041666666666666664,2026-09-16T02:47:19+00:00,0.00010410179036515846,-0.028937053133744506
dormant_holder_exit_wave,0.052083333333333336,2026-09-16T03:02:19+00:00,0.00010362253563548363,-0.03340754791068534
dormant_holder_exit_wave,0.0625,2026-09-16T03:17:19+00:00,0.00010281482877631594,-0.04094184871489104
dormant_holder_exit_wave,0.07291666666666667,2026-09-16T03:32:19+00:00,0.00010201539797613689,-0.04839895032586716
dormant_holder_exit_wave,0.08333333333333333,2026-09-16T03:47:19+00:00,0.00010123509228018674,-0.05567765269888103
dormant_holder_exit_wave,0.09375,2026-09-16T04:02:19+00:00,0.0001008042385506748,-0.059696662273842294
dormant_holder_exit_wave,0.10416666666666667,2026-09-16T04:17:19+00:00,0.00010005169974470332,-0.0667163547113554
dormant_holder_exit_wave,0.11458333333333333,2026-09-16T04:32:19+00:00,9.931691820509754e-05,-0.07357040712149843
dormant_holder_exit_wave,0.125,2026-09-16T04:47:19+00:00,9.859936377005682e-05,-0.08026376486091336
dormant_holder_exit_wave,0.13541666666666666,2026-09-16T05:02:19+00:00,9.822176202611893e-05,-0.0837860391745825
dormant_holder_exit_wave,0.14583333333333334,2026-09-16T05:17:19+00:00,9.752972397872847e-05,-0.09024137969548351
dormant_holder_exit_wave,0.15625,2026-09-16T05:32:19+00:00,9.685342341682896e-05,-0.09654992073307589
dormant_holder_exit_wave,0.16666666666666666,2026-09-16T05:47:19+00:00,9.619228107743184e-05,-0.10271706566056493
dormant_holder_exit_wave,0.17708333333333334,2026-09-16T06:02:19+00:00,9.5862076581546e-05,-0.10579721778589013
dormant_holder_exit_wave,0.1875,2026-09-16T06:17:19+00:00,9.522362688022868e-05,-0.11175268547009021
dormant_holder_exit_wave,0.19791666666666666,2026-09-16T06:32:19+00:00,9.459969669889143e-05,-0.11757271487018905
dormant_holder_exit_wave,0.20833333333333334,2026-09-16T06:47:19+00:00,9.398988360849694e-05,-0.1232610598498377
dormant_holder_exit_wave,0.21875,2026-09-16T07:02:19+00:00,9.370246890199718e-05,-0.12594206822526877
dormant_holder_exit_wave,0.22916666666666666,2026-09-16T07:17:19+00:00,9.311281659109082e-05,-0.13144235317374808
dormant_holder_exit_wave,0.23958333333333334,2026-09-16T07:32:19+00:00,9.253631514566316e-05,-0.13681996666633034
dormant_holder_exit_wave,0.25,2026-09-16T07:47:19+00:00,9.197263517456634e-05,-0.14207798126821902
